setid,"Temperature, K",Mole fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NgAKi,298.15,0.5666,101,1081,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.607,101,1079.9,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.6933,101,1076.5,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.7698,101,1071.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.8279,101,1063.8,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.8674,101,1057.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.9194,101,1042.3,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.9625,101,1022.3,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,298.15,0.9885,101,1005.2,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.5666,101,1072,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.607,101,1070.8,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.6933,101,1067.2,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.7698,101,1061.5,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.8279,101,1054.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.8674,101,1047.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.9194,101,1032.8,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.9625,101,1014,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,313.15,0.9885,101,999.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.5666,101,1063.4,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.607,101,1062,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.6933,101,1058.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.7699,101,1052.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.8279,101,1044.5,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.8674,101,1037.3,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.9194,101,1023.3,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.9625,101,1006.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,328.15,0.9885,101,989.3,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.5666,101,1054.7,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.607,101,1053.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.6933,101,1048.8,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.7699,101,1042.4,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.8279,101,1034.4,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.8674,101,1027.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.9194,101,1013.1,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.9625,101,996.7,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
NgAKi,343.15,0.9885,101,979.6,Gomez et al. (2006b),Density,Liquid,AADYJk,O,water,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
