setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
TVqRP,0.01779,101,298,0.0026,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.04441,101,298,0.0063,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.06787,101,298,0.0097,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.08903,101,298,0.013,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.1754,101,298,0.024,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.26709,101,298,0.036,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.35115,101,298,0.047,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.43414,101,298,0.057,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.43616,101,298,0.058,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.52966,101,298,0.069,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.62118,101,298,0.08,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.67635,101,298,0.086,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,0.70221,101,298,0.089,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,1.14728,101,298,0.137,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,1.75175,101,298,0.193,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,2.4863,101,298,0.249,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,3.44974,101,298,0.308,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
TVqRP,6.0926,101,298,0.417,Brouillette et al. (1998),Density,Liquid,AAQcgW,O=C1CCCO1,.gamma.-butyrolactone,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
